farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM1152,South India,Cotton,19.74,6.52,29.14,158.74,63.18,8.4,None,Organic,84.04,2024-04-25,2024-08-17,114,4652.36,IOT9826,2024-06-01 16:00:00,19.3652,83.5975,0.6209,None
FARM1153,South USA,Wheat,10.2,6.16,31.29,240.08,57.61,9.96,None,Inorganic,23.56,2024-03-27,2024-08-08,134,5691.5,IOT6732,2024-06-03 06:00:00,24.0129,71.2496,0.8667,None
FARM1154,Central USA,Soybean,22.51,7.16,26.74,283.28,72.67,6.69,None,Organic,96.64,2024-01-24,2024-05-04,101,6225.98,IOT9618,2024-06-04 00:00:00,27.109,79.0662,0.5142,None
FARM1155,Central USA,Wheat,14.02,7.36,23.45,234.21,88.61,9.91,Manual,Inorganic,77.54,2024-04-17,2024-07-17,91,5767.81,IOT7423,2024-06-02 12:00:00,25.6412,70.421,0.7888,None
FARM1156,South India,Soybean,12.27,6.88,26.27,56.98,89.93,6.45,Manual,Mixed,72.55,2024-04-19,2024-08-17,120,2948.39,IOT6663,2024-06-07 17:00:00,14.3487,74.8877,0.8122,Moderate
FARM1157,South India,Wheat,27.52,6.74,18.28,262.17,50.84,6.45,None,Mixed,12.86,2024-05-17,2024-08-16,91,3377.78,IOT1153,2024-06-03 09:00:00,13.784,71.069,0.6363,Mild
FARM1158,East Africa,Maize,42.19,7.01,16.82,253.66,63.72,6.5,Sprinkler,Mixed,53.26,2024-01-21,2024-05-21,121,1677.69,IOT6155,2024-06-03 06:00:00,30.5174,70.2478,0.8369,Mild
FARM1159,South USA,Soybean,44.56,6.99,15.71,266.9,78.76,5.0,None,Organic,90.23,2024-04-03,2024-07-19,107,3041.24,IOT6788,2024-06-03 11:00:00,26.933,72.1659,0.639,Mild
FARM1160,East Africa,Maize,41.03,6.65,32.42,60.93,74.59,5.94,Drip,Mixed,7.14,2024-04-21,2024-09-14,146,1899.11,IOT3272,2024-06-01 09:00:00,22.384,78.5075,0.8384,None
FARM1161,East Africa,Wheat,31.12,6.54,26.37,174.49,70.21,8.06,Manual,Organic,82.24,2024-03-02,2024-07-07,127,6143.18,IOT6682,2024-06-02 10:00:00,31.6895,83.2446,0.322,None
FARM1162,South USA,Maize,27.55,5.8,19.63,233.69,42.5,4.04,Drip,Inorganic,78.65,2024-02-24,2024-06-01,98,4675.29,IOT1712,2024-06-05 06:00:00,13.6722,83.0528,0.3798,Mild
FARM1163,South USA,Maize,36.27,7.01,33.79,215.44,87.08,7.78,Drip,Mixed,12.72,2024-03-16,2024-06-30,106,7007.25,IOT5269,2024-06-05 05:00:00,13.2083,83.4388,0.77,Mild
FARM1164,Central USA,Soybean,46.27,7.38,24.56,88.57,66.21,7.98,Drip,Organic,38.97,2024-02-14,2024-07-02,139,5453.86,IOT2078,2024-06-04 20:00:00,26.0161,80.6429,0.3881,None
FARM1165,Central USA,Soybean,13.68,7.11,32.06,236.32,70.54,5.45,None,Mixed,89.5,2024-05-22,2024-09-14,115,3168.75,IOT1739,2024-06-04 05:00:00,33.3591,70.4339,0.747,Moderate
FARM1166,East Africa,Rice,47.85,6.71,16.79,93.55,68.77,4.01,Sprinkler,Organic,73.17,2024-05-17,2024-10-08,144,5183.54,IOT8198,2024-06-01 14:00:00,26.6316,76.5226,0.5771,None
FARM1167,East Africa,Soybean,41.68,6.98,19.46,298.94,55.68,8.87,None,Inorganic,86.72,2024-05-24,2024-09-22,121,2621.21,IOT7416,2024-06-07 15:00:00,20.2555,74.4308,0.6932,Mild
FARM1168,East Africa,Rice,14.0,7.08,27.94,104.18,70.73,5.16,Manual,Inorganic,41.09,2024-03-10,2024-07-08,120,5703.21,IOT2306,2024-06-03 19:00:00,19.8189,80.4537,0.7024,None
FARM1169,East Africa,Maize,35.23,7.07,15.68,298.41,69.05,7.28,Drip,Inorganic,44.19,2024-03-24,2024-07-25,123,3576.6,IOT6351,2024-06-05 11:00:00,33.1463,73.2741,0.8613,None
FARM1170,Central USA,Maize,37.28,6.18,25.85,225.61,72.47,9.61,Manual,Inorganic,3.02,2024-05-24,2024-09-24,123,6484.19,IOT6826,2024-06-06 03:00:00,13.2995,78.4229,0.4364,Severe
FARM1171,South USA,Rice,49.22,5.81,27.22,158.84,68.02,7.67,Drip,Organic,86.94,2024-03-22,2024-06-26,96,2172.0,IOT5423,2024-06-07 10:00:00,25.48,73.5796,0.4182,None
FARM1172,East Africa,Maize,45.97,6.73,20.26,106.08,58.18,5.74,Manual,Mixed,37.33,2024-04-24,2024-09-05,134,3071.76,IOT6091,2024-06-01 11:00:00,33.9855,71.2731,0.4066,Moderate
FARM1173,South India,Rice,32.66,7.08,27.8,141.35,73.33,9.59,None,Mixed,17.62,2024-02-12,2024-05-16,94,3495.0,IOT6659,2024-06-07 21:00:00,29.736,72.733,0.6834,None
FARM1174,Central USA,Soybean,20.88,7.14,28.04,87.43,54.36,8.68,Drip,Inorganic,35.45,2024-03-03,2024-07-23,142,3043.68,IOT9701,2024-06-06 13:00:00,19.3797,86.248,0.3958,None
FARM1175,South USA,Soybean,46.61,5.92,24.85,125.7,69.66,6.16,Manual,Organic,93.64,2024-05-03,2024-08-15,104,3821.0,IOT9602,2024-06-04 20:00:00,12.801,80.6341,0.5216,None
FARM1176,South USA,Maize,41.28,7.02,23.46,197.21,43.4,9.14,Drip,Organic,17.88,2024-03-14,2024-07-19,127,4055.08,IOT5804,2024-06-04 01:00:00,13.7,87.7159,0.353,None
FARM1177,East Africa,Rice,49.43,7.49,21.62,162.17,78.07,9.88,Manual,Organic,8.35,2024-03-01,2024-06-27,118,3996.14,IOT2026,2024-06-07 04:00:00,19.7443,75.0106,0.3559,None
FARM1178,North India,Cotton,31.05,7.18,20.78,126.86,77.91,8.5,Drip,Inorganic,48.84,2024-02-25,2024-07-08,134,3777.08,IOT2960,2024-06-05 19:00:00,25.6064,81.6769,0.8487,Severe
FARM1179,East Africa,Rice,31.35,5.81,22.68,140.35,54.45,6.49,Drip,Inorganic,52.79,2024-04-09,2024-08-26,139,4381.56,IOT8391,2024-06-06 18:00:00,29.5673,71.2195,0.4051,None
FARM1180,Central USA,Soybean,13.53,7.45,16.9,149.75,60.74,9.85,Drip,Inorganic,8.71,2024-01-15,2024-05-13,119,2487.69,IOT8607,2024-06-03 17:00:00,31.1992,78.5333,0.4433,None
FARM1181,South India,Rice,17.7,5.99,17.81,171.3,60.26,7.94,Drip,Mixed,44.68,2024-04-07,2024-08-23,138,1229.61,IOT4916,2024-06-07 13:00:00,28.9991,76.637,0.5593,None
FARM1182,South USA,Rice,15.69,6.25,18.46,142.17,70.55,7.25,Manual,Inorganic,95.65,2024-04-12,2024-08-22,132,5779.74,IOT8607,2024-06-05 12:00:00,17.9296,78.1035,0.39,Moderate
FARM1183,South India,Cotton,41.18,7.33,29.04,280.54,83.92,4.79,Manual,Inorganic,59.21,2024-05-05,2024-08-31,118,2376.88,IOT7915,2024-06-06 20:00:00,30.1564,73.1555,0.7064,Mild
FARM1184,South India,Cotton,37.36,5.76,15.59,173.48,84.8,9.06,Manual,Inorganic,94.78,2024-01-21,2024-04-27,97,4592.68,IOT8419,2024-06-07 13:00:00,29.0992,72.2737,0.6313,Moderate
FARM1185,South India,Rice,41.15,6.09,28.82,50.64,76.32,6.16,Manual,Inorganic,3.08,2024-04-14,2024-09-07,146,4316.39,IOT7871,2024-06-03 22:00:00,34.4961,71.2685,0.3763,None
FARM1186,North India,Soybean,28.46,6.42,28.38,251.83,81.87,8.41,Manual,Inorganic,60.34,2024-04-11,2024-08-08,119,5173.07,IOT2481,2024-06-06 20:00:00,18.1925,80.3841,0.7081,None
FARM1187,South India,Maize,31.3,6.27,24.23,93.83,64.11,8.45,None,Mixed,85.55,2024-03-26,2024-08-07,134,5141.42,IOT6997,2024-06-03 14:00:00,22.2025,87.2213,0.3741,None
FARM1188,South USA,Soybean,27.33,5.64,25.96,131.0,76.48,6.42,Drip,Inorganic,38.27,2024-04-24,2024-07-29,96,4383.91,IOT2052,2024-06-03 03:00:00,19.9521,78.6676,0.785,None
FARM1189,North India,Maize,43.78,6.08,22.84,61.93,67.06,8.13,Drip,Mixed,26.55,2024-03-02,2024-07-28,148,5219.05,IOT4390,2024-06-03 07:00:00,25.2178,75.4006,0.8656,None
FARM1190,South USA,Wheat,18.06,5.71,30.84,96.34,50.3,9.75,Sprinkler,Mixed,0.43,2024-04-09,2024-07-28,110,3667.24,IOT1156,2024-06-02 17:00:00,13.7074,79.9518,0.4444,None
FARM1191,East Africa,Rice,17.23,6.45,31.91,85.82,52.87,9.96,Drip,Organic,69.56,2024-04-21,2024-08-20,121,1459.49,IOT9563,2024-06-07 23:00:00,20.5243,87.7651,0.8428,None
FARM1192,South India,Wheat,22.43,6.16,20.08,158.26,89.84,9.3,None,Mixed,72.8,2024-04-10,2024-08-19,131,2908.8,IOT1633,2024-06-06 06:00:00,28.69,81.05,0.6683,Mild
FARM1193,North India,Cotton,20.01,7.02,18.71,65.89,85.87,4.73,Manual,Mixed,96.55,2024-02-12,2024-06-16,125,2460.22,IOT3007,2024-06-05 12:00:00,31.1786,88.1756,0.7906,Severe
FARM1194,South USA,Rice,28.29,5.78,17.07,247.68,43.62,5.39,Drip,Inorganic,55.28,2024-03-23,2024-07-09,108,3853.35,IOT5714,2024-06-05 06:00:00,17.9889,71.2714,0.7456,None
FARM1195,South India,Wheat,20.99,6.96,34.5,90.05,64.39,6.69,None,Inorganic,16.84,2024-05-19,2024-09-17,121,5729.81,IOT1174,2024-06-01 04:00:00,14.854,89.1742,0.755,Severe
FARM1196,Central USA,Wheat,22.59,6.99,31.36,57.32,60.47,9.89,None,Organic,63.39,2024-05-12,2024-09-06,117,4964.72,IOT6426,2024-06-02 20:00:00,23.243,81.359,0.4159,None
FARM1197,East Africa,Wheat,34.16,6.15,27.2,206.11,64.36,7.2,Manual,Inorganic,86.85,2024-03-03,2024-06-12,101,4161.98,IOT2232,2024-06-05 22:00:00,25.1253,71.5156,0.5534,None
FARM1198,South India,Maize,39.5,6.39,16.08,149.42,49.9,5.62,None,Inorganic,80.08,2024-01-13,2024-05-19,127,4836.42,IOT6533,2024-06-02 01:00:00,18.4426,76.3665,0.6314,Severe
FARM1199,Central USA,Maize,20.28,6.22,29.75,214.07,42.52,5.42,Drip,Organic,9.12,2024-02-22,2024-05-28,96,2823.93,IOT1202,2024-06-01 22:00:00,32.0877,80.1101,0.578,Mild
FARM1200,East Africa,Rice,10.19,6.21,23.98,52.55,72.87,6.29,None,Organic,97.6,2024-05-04,2024-08-21,109,3597.21,IOT4545,2024-06-02 08:00:00,18.9114,77.584,0.6429,None
FARM1201,East Africa,Wheat,25.37,6.4,25.06,224.71,84.91,8.25,Drip,Mixed,88.74,2024-04-24,2024-08-06,104,3618.9,IOT8429,2024-06-04 00:00:00,32.3368,79.2957,0.7655,None
FARM1202,South USA,Cotton,29.54,5.54,21.23,131.04,78.97,4.99,Sprinkler,Inorganic,94.08,2024-05-05,2024-09-21,139,6469.16,IOT1157,2024-06-05 06:00:00,21.0896,75.2966,0.4223,None
FARM1203,South India,Rice,49.88,7.46,16.87,268.06,72.57,6.06,Manual,Inorganic,97.15,2024-04-20,2024-08-18,120,4719.96,IOT7010,2024-06-06 02:00:00,23.004,80.6599,0.5575,None
FARM1204,Central USA,Cotton,24.72,6.6,17.98,253.24,86.37,6.15,None,Organic,98.48,2024-01-27,2024-05-22,116,4720.49,IOT5096,2024-06-01 07:00:00,26.7073,82.6394,0.7021,None
FARM1205,South India,Rice,40.8,7.08,32.42,65.73,87.7,4.5,Sprinkler,Organic,46.32,2024-05-26,2024-09-08,105,3757.74,IOT1167,2024-06-05 15:00:00,33.5258,79.9531,0.536,Mild
FARM1206,Central USA,Wheat,16.18,7.13,19.7,52.13,50.05,5.22,Manual,Inorganic,15.07,2024-02-24,2024-06-15,112,4453.87,IOT4218,2024-06-04 07:00:00,14.8685,80.8929,0.3844,None
FARM1207,Central USA,Wheat,20.4,6.18,27.02,97.13,68.84,9.86,Drip,Organic,55.47,2024-02-17,2024-06-24,128,5318.55,IOT1199,2024-06-07 21:00:00,22.5621,86.4041,0.6458,None
FARM1208,East Africa,Maize,48.59,7.36,25.41,178.12,59.64,4.04,None,Inorganic,50.09,2024-03-10,2024-07-09,121,4706.35,IOT7669,2024-06-04 23:00:00,23.0807,87.9005,0.8469,None
FARM1209,South India,Wheat,41.22,5.73,23.22,252.23,40.26,4.72,None,Mixed,27.11,2024-03-18,2024-08-10,145,2355.46,IOT3748,2024-06-06 13:00:00,33.6502,78.7695,0.7612,Mild
FARM1210,North India,Cotton,28.17,6.14,34.4,227.72,54.04,5.83,Sprinkler,Organic,70.07,2024-05-25,2024-10-20,148,4477.21,IOT6317,2024-06-07 09:00:00,19.6498,80.7282,0.5776,None
FARM1211,Central USA,Soybean,31.68,7.09,34.18,120.23,82.51,6.44,Sprinkler,Mixed,72.16,2024-03-17,2024-06-21,96,4694.5,IOT2257,2024-06-07 20:00:00,12.4674,88.1099,0.4791,None
FARM1212,North India,Wheat,20.52,6.86,26.52,116.35,71.38,4.54,Drip,Organic,46.02,2024-04-16,2024-09-03,140,3208.1,IOT5462,2024-06-07 07:00:00,16.6548,73.2685,0.5734,None
FARM1213,East Africa,Wheat,38.7,6.26,20.0,197.06,79.28,6.77,Drip,Organic,82.76,2024-01-19,2024-05-24,126,5809.53,IOT1788,2024-06-02 20:00:00,30.7582,74.2193,0.5025,Mild
FARM1214,Central USA,Maize,24.18,7.0,23.68,118.97,86.14,7.52,Manual,Inorganic,69.69,2024-02-09,2024-05-11,92,5964.34,IOT8217,2024-06-01 11:00:00,16.6086,76.5661,0.5916,None
FARM1215,South India,Maize,32.47,6.29,24.4,208.77,76.39,8.75,Manual,Inorganic,67.27,2024-05-25,2024-10-21,149,5603.12,IOT8998,2024-06-05 14:00:00,34.1709,81.7454,0.396,Moderate
FARM1216,North India,Cotton,43.46,5.67,17.16,168.32,43.48,6.6,None,Organic,91.06,2024-03-25,2024-06-25,92,1821.35,IOT4225,2024-06-06 16:00:00,34.5684,82.9549,0.3883,None
FARM1217,South India,Maize,41.8,7.16,23.1,290.5,71.7,7.78,None,Mixed,83.45,2024-03-18,2024-07-25,129,4207.55,IOT3045,2024-06-01 06:00:00,22.3756,77.0769,0.7214,None
FARM1218,East Africa,Rice,27.42,6.37,22.75,238.96,59.31,9.82,None,Mixed,68.34,2024-04-02,2024-08-26,146,3166.67,IOT6332,2024-06-03 17:00:00,31.5963,79.1164,0.3817,None
FARM1219,North India,Soybean,44.83,7.34,33.3,265.34,56.82,8.34,None,Mixed,73.28,2024-04-23,2024-09-17,147,5636.73,IOT1333,2024-06-06 21:00:00,17.4239,84.3563,0.7065,None
FARM1220,South India,Cotton,31.99,5.53,26.88,101.26,57.67,8.91,Sprinkler,Mixed,28.53,2024-03-14,2024-06-14,92,5899.76,IOT9126,2024-06-07 21:00:00,32.5215,73.2725,0.7093,Mild
FARM1221,East Africa,Maize,22.87,6.62,20.28,186.81,62.94,9.75,Manual,Inorganic,68.74,2024-02-22,2024-06-16,115,4994.7,IOT2252,2024-06-06 03:00:00,18.8286,77.8996,0.6762,None
FARM1222,South USA,Cotton,27.51,5.71,32.68,157.79,74.93,4.93,Manual,Mixed,8.23,2024-03-22,2024-07-15,115,3438.19,IOT2331,2024-06-01 19:00:00,30.4602,77.0599,0.8481,None
FARM1223,South USA,Cotton,49.2,6.99,18.85,140.92,71.03,6.4,Sprinkler,Organic,42.04,2024-02-13,2024-05-25,102,2771.52,IOT7065,2024-06-01 00:00:00,15.9622,85.4469,0.5193,None
FARM1224,South India,Soybean,33.09,7.32,31.4,248.98,60.59,8.88,None,Organic,90.89,2024-02-02,2024-06-25,144,4295.52,IOT7715,2024-06-03 11:00:00,19.4483,88.7897,0.6995,None
FARM1225,South India,Wheat,49.6,7.26,15.84,56.61,78.03,5.22,Drip,Inorganic,74.62,2024-01-20,2024-06-10,142,4430.07,IOT1114,2024-06-03 08:00:00,18.8436,77.4102,0.5948,None
FARM1226,South USA,Soybean,37.19,6.4,19.1,209.83,86.01,5.21,Sprinkler,Inorganic,63.45,2024-01-19,2024-04-27,99,4160.28,IOT8701,2024-06-06 13:00:00,32.569,71.5119,0.675,None
FARM1227,South USA,Cotton,45.52,5.89,32.09,239.51,52.44,9.56,Drip,Inorganic,71.21,2024-03-24,2024-08-11,140,3145.9,IOT9163,2024-06-07 16:00:00,11.2029,76.1401,0.8002,None
FARM1228,East Africa,Cotton,23.6,6.72,29.77,203.93,51.76,8.66,Sprinkler,Organic,59.52,2024-05-21,2024-10-04,136,5586.11,IOT6635,2024-06-03 00:00:00,20.0961,80.4007,0.7805,None
FARM1229,East Africa,Cotton,33.28,6.19,15.06,142.02,46.29,8.97,Manual,Organic,59.38,2024-05-13,2024-09-07,117,4113.57,IOT5486,2024-06-07 18:00:00,19.0857,84.7074,0.5625,Severe
FARM1230,South USA,Soybean,43.66,5.56,27.45,198.27,55.38,4.88,None,Mixed,96.89,2024-02-01,2024-05-04,93,5351.83,IOT1173,2024-06-01 04:00:00,24.8057,76.8217,0.7859,None
FARM1231,North India,Cotton,16.36,7.08,22.15,199.37,89.06,5.78,Sprinkler,Organic,1.16,2024-05-25,2024-08-25,92,4968.67,IOT2517,2024-06-07 22:00:00,12.6249,71.4152,0.5389,None
FARM1232,Central USA,Wheat,26.05,6.73,31.78,290.54,52.19,5.47,Drip,Mixed,15.64,2024-05-10,2024-10-04,147,6105.95,IOT2939,2024-06-06 17:00:00,18.412,86.9166,0.448,Mild
FARM1233,Central USA,Wheat,26.39,6.06,32.79,51.15,51.08,5.8,None,Organic,17.59,2024-04-04,2024-08-04,122,3581.44,IOT9183,2024-06-05 07:00:00,28.334,73.8568,0.5877,Moderate
FARM1234,North India,Rice,22.32,7.02,24.49,187.42,48.53,4.36,Sprinkler,Mixed,30.77,2024-04-23,2024-09-11,141,5572.43,IOT7028,2024-06-05 14:00:00,24.9009,71.0179,0.5049,None
FARM1235,Central USA,Rice,30.24,5.87,23.32,80.62,65.97,5.05,Manual,Inorganic,76.17,2024-02-04,2024-06-13,130,3338.95,IOT3988,2024-06-06 04:00:00,11.9406,74.6376,0.5535,None
FARM1236,Central USA,Cotton,10.25,6.89,29.22,166.28,53.24,9.9,Sprinkler,Organic,83.88,2024-05-06,2024-08-13,99,4723.21,IOT5253,2024-06-05 05:00:00,22.6574,71.1744,0.6137,None
FARM1237,South USA,Wheat,41.18,6.3,17.58,277.76,56.56,7.55,None,Mixed,73.1,2024-03-19,2024-06-30,103,2258.01,IOT6190,2024-06-05 00:00:00,11.5455,82.67,0.8255,None
FARM1238,South USA,Soybean,10.87,6.34,34.53,203.03,87.47,9.9,Drip,Inorganic,55.17,2024-04-08,2024-07-30,113,4846.97,IOT8996,2024-06-01 14:00:00,27.6714,89.9159,0.5778,Mild
FARM1239,South USA,Maize,34.88,7.26,32.8,106.56,60.9,4.98,Sprinkler,Organic,64.48,2024-01-27,2024-05-24,118,3639.38,IOT1960,2024-06-06 08:00:00,29.8466,79.6788,0.4068,None
FARM1240,South USA,Soybean,33.12,7.07,33.85,270.73,45.71,8.87,Drip,Mixed,96.62,2024-02-19,2024-07-11,143,5195.82,IOT9667,2024-06-04 20:00:00,16.5726,85.9674,0.6819,None
FARM1241,North India,Maize,12.92,6.35,16.44,162.16,63.45,7.17,Manual,Inorganic,68.9,2024-05-26,2024-10-11,138,2229.1,IOT3070,2024-06-06 10:00:00,10.6389,86.7141,0.5165,None
FARM1242,South USA,Soybean,42.72,6.72,34.29,165.99,78.47,5.42,None,Mixed,55.14,2024-02-27,2024-06-22,116,4201.61,IOT2040,2024-06-07 12:00:00,15.386,81.3477,0.3901,Mild
FARM1243,North India,Wheat,37.95,5.57,31.75,144.23,67.16,8.07,Manual,Mixed,48.31,2024-05-07,2024-08-21,106,4453.27,IOT9037,2024-06-07 04:00:00,12.7227,71.6084,0.5699,None
FARM1244,South USA,Rice,40.58,7.29,25.84,198.27,62.71,5.36,Drip,Organic,72.97,2024-05-18,2024-09-24,129,6074.73,IOT3572,2024-06-05 11:00:00,22.1885,78.8897,0.6642,None
FARM1245,North India,Rice,46.82,7.2,28.88,165.17,89.52,9.58,None,Mixed,81.49,2024-05-26,2024-10-11,138,5643.51,IOT5349,2024-06-02 08:00:00,30.5669,88.3554,0.7582,Mild
FARM1246,East Africa,Soybean,27.01,6.78,33.84,159.2,58.02,7.87,Sprinkler,Organic,11.14,2024-02-02,2024-05-14,102,3662.91,IOT2888,2024-06-03 20:00:00,33.9208,80.1283,0.6009,None
FARM1247,North India,Wheat,13.3,7.47,32.22,259.68,80.03,6.51,None,Inorganic,42.84,2024-05-14,2024-10-05,144,6159.82,IOT1028,2024-06-03 22:00:00,20.6694,88.6958,0.6105,Severe
FARM1248,South India,Soybean,21.88,5.82,27.09,273.5,78.33,7.12,Manual,Inorganic,62.24,2024-04-17,2024-08-07,112,6404.84,IOT3062,2024-06-05 06:00:00,17.3439,88.2103,0.7994,Moderate
FARM1249,Central USA,Cotton,14.0,5.51,16.38,229.4,63.69,4.88,Drip,Organic,68.77,2024-03-21,2024-08-09,141,4833.37,IOT2370,2024-06-04 15:00:00,17.0957,86.4941,0.5799,None
FARM1250,South India,Wheat,21.26,6.16,18.43,127.01,73.62,6.59,Sprinkler,Mixed,50.0,2024-05-03,2024-08-12,101,2743.65,IOT7953,2024-06-03 09:00:00,33.3935,82.9159,0.4589,None
FARM1251,East Africa,Wheat,34.4,6.69,23.91,225.78,52.45,6.52,None,Inorganic,39.39,2024-04-21,2024-09-14,146,1924.52,IOT2809,2024-06-04 09:00:00,21.5736,89.327,0.8015,None
FARM1252,South USA,Rice,20.47,5.59,28.71,139.32,83.15,6.41,None,Organic,19.46,2024-05-03,2024-08-30,119,5230.04,IOT4481,2024-06-04 01:00:00,23.0949,88.8281,0.3602,None
FARM1253,South USA,Wheat,39.61,6.36,22.74,159.81,60.29,8.71,Manual,Organic,65.52,2024-01-11,2024-04-23,103,4384.19,IOT3539,2024-06-05 03:00:00,10.9668,81.5998,0.8828,None
FARM1254,Central USA,Cotton,30.58,6.27,33.98,219.54,44.81,4.46,None,Organic,79.38,2024-04-19,2024-08-15,118,4831.44,IOT2187,2024-06-04 08:00:00,23.466,76.7516,0.5225,None
FARM1255,South USA,Soybean,49.6,7.33,17.64,272.75,81.15,5.64,Manual,Inorganic,0.29,2024-02-10,2024-06-04,115,3715.0,IOT2528,2024-06-06 16:00:00,30.2182,86.4426,0.3169,Moderate
FARM1256,Central USA,Cotton,49.5,6.07,24.38,217.49,89.29,7.98,Drip,Organic,29.85,2024-05-14,2024-09-09,118,4359.06,IOT9056,2024-06-07 22:00:00,12.5419,72.7151,0.3794,None
FARM1257,North India,Wheat,17.84,6.23,32.17,175.79,65.52,7.48,Drip,Inorganic,78.97,2024-03-21,2024-07-30,131,6527.21,IOT9554,2024-06-04 21:00:00,25.9022,70.2615,0.5531,None
FARM1258,Central USA,Maize,48.88,5.74,27.19,145.02,74.6,5.15,None,Mixed,60.01,2024-04-03,2024-07-05,93,3473.04,IOT2164,2024-06-07 17:00:00,33.4835,70.7968,0.8153,None
FARM1259,North India,Wheat,45.04,5.63,23.5,137.01,44.25,6.29,None,Inorganic,89.92,2024-05-09,2024-08-09,92,3860.54,IOT8435,2024-06-04 04:00:00,29.8504,78.2191,0.3815,Mild
FARM1260,South USA,Maize,27.79,6.05,31.2,236.42,65.55,6.34,Sprinkler,Mixed,32.72,2024-02-08,2024-05-28,110,5132.87,IOT6181,2024-06-02 12:00:00,22.5018,84.5594,0.3157,Mild
FARM1261,East Africa,Soybean,22.75,6.33,21.57,170.16,44.16,4.23,Sprinkler,Mixed,15.6,2024-02-02,2024-06-03,122,1611.54,IOT1602,2024-06-06 20:00:00,34.2822,70.1823,0.7928,None
FARM1262,East Africa,Soybean,47.97,7.09,26.29,292.41,88.75,8.32,Drip,Inorganic,18.72,2024-04-09,2024-07-28,110,4404.19,IOT4349,2024-06-04 20:00:00,28.1466,75.1557,0.6994,None
FARM1263,Central USA,Soybean,16.14,6.65,28.43,197.69,88.58,9.35,Sprinkler,Organic,98.18,2024-02-02,2024-06-17,136,4614.37,IOT8246,2024-06-03 06:00:00,14.1933,71.0972,0.7875,None
FARM1264,South USA,Soybean,15.86,7.29,21.65,185.1,89.82,7.91,Sprinkler,Organic,15.93,2024-03-16,2024-07-24,130,5557.39,IOT9477,2024-06-06 02:00:00,28.3288,74.1102,0.5621,Mild
FARM1265,Central USA,Cotton,25.86,6.81,28.16,245.37,86.66,7.49,Drip,Inorganic,60.13,2024-05-01,2024-08-06,97,6025.54,IOT9694,2024-06-07 21:00:00,28.5259,76.3562,0.3865,None
FARM1266,South India,Rice,26.08,5.85,19.42,240.85,84.36,8.11,Sprinkler,Inorganic,57.98,2024-04-09,2024-07-20,102,3324.15,IOT6392,2024-06-04 14:00:00,12.7782,86.0839,0.6927,None
FARM1267,South India,Soybean,19.89,6.56,18.85,103.02,84.99,5.17,Manual,Organic,95.52,2024-02-03,2024-05-06,93,3495.62,IOT8339,2024-06-07 09:00:00,20.569,75.6838,0.3981,None
FARM1268,Central USA,Rice,11.57,6.3,16.25,281.51,56.59,9.25,Manual,Organic,54.26,2024-02-13,2024-06-08,116,5296.88,IOT8171,2024-06-03 19:00:00,14.3393,72.6337,0.5336,None
FARM1269,Central USA,Cotton,48.69,7.18,34.71,137.07,80.31,8.17,Drip,Organic,25.9,2024-02-12,2024-06-03,112,5239.72,IOT2038,2024-06-03 13:00:00,20.3658,77.7894,0.8403,None
FARM1270,East Africa,Wheat,17.95,7.28,32.74,261.66,82.44,5.53,None,Organic,68.75,2024-02-01,2024-05-14,103,5280.92,IOT4361,2024-06-03 23:00:00,23.2695,81.4967,0.687,Mild
FARM1271,South India,Rice,31.66,6.76,15.85,225.18,47.51,5.61,None,Mixed,20.78,2024-05-22,2024-08-21,91,1997.6,IOT1175,2024-06-02 08:00:00,19.253,77.1945,0.5123,None
FARM1272,North India,Wheat,23.61,6.23,28.1,203.91,56.29,8.91,None,Inorganic,16.05,2024-01-16,2024-05-08,113,2970.1,IOT1999,2024-06-04 21:00:00,32.6379,73.3557,0.5309,None
FARM1273,South USA,Wheat,19.4,5.66,24.06,293.92,57.34,6.86,Sprinkler,Inorganic,13.95,2024-04-21,2024-07-29,99,5861.87,IOT1517,2024-06-06 04:00:00,18.3253,84.5806,0.8786,None
FARM1274,South USA,Cotton,47.23,5.86,19.88,144.14,74.84,8.54,Drip,Organic,9.96,2024-03-02,2024-06-22,112,2072.13,IOT3846,2024-06-06 13:00:00,22.4726,81.4902,0.4978,Moderate
FARM1275,South USA,Rice,43.53,6.58,30.07,186.53,70.24,4.41,Sprinkler,Inorganic,17.62,2024-01-24,2024-05-28,125,4517.05,IOT1015,2024-06-03 06:00:00,23.9103,79.7202,0.4128,None
FARM1276,East Africa,Rice,39.97,6.45,33.48,226.11,60.89,4.36,Sprinkler,Organic,36.6,2024-02-21,2024-06-30,130,3022.24,IOT2259,2024-06-01 07:00:00,22.1098,70.8666,0.3691,Mild
FARM1277,North India,Cotton,11.7,6.57,20.22,112.23,42.53,4.11,Drip,Mixed,18.13,2024-04-04,2024-08-28,146,3764.21,IOT2993,2024-06-07 18:00:00,13.9067,78.5146,0.3414,None
